task_id,job_id,stage,arm,config_id,config,pop_size,ls_time_limit_s,deadline_mode,solver_seed,budget_s,pilot_idx,pop_idx,instance,instance_sha256,batch,cell_id,gen_seed,m,oracle_cost,rc2_solve_s,rc2_tier,analysis_group
122,m2f_p10ls2p5_041_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,41,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s6.wcnf,ca5137cf8ba2cc86732c2759a38906c0fb97cf6597fb96a86a561430ddafa920,calib_b,max2sat_n400_a2,6,800,19,412.73,T2b,tier2
123,m2f_p10ls2p5_041_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,41,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s6.wcnf,ca5137cf8ba2cc86732c2759a38906c0fb97cf6597fb96a86a561430ddafa920,calib_b,max2sat_n400_a2,6,800,19,412.73,T2b,tier2
124,m2f_p10ls2p5_042_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,42,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s7.wcnf,03520fc7716aa77f273866f99124fefa9a2753a56af61f50dcdb59a9be7ab7ab,calib_b,max2sat_n400_a2,7,800,19,131.081,T2a,tier2
125,m2f_p10ls2p5_042_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,42,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s7.wcnf,03520fc7716aa77f273866f99124fefa9a2753a56af61f50dcdb59a9be7ab7ab,calib_b,max2sat_n400_a2,7,800,19,131.081,T2a,tier2
126,m2f_p10ls2p5_042_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,42,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s7.wcnf,03520fc7716aa77f273866f99124fefa9a2753a56af61f50dcdb59a9be7ab7ab,calib_b,max2sat_n400_a2,7,800,19,131.081,T2a,tier2
127,m2f_p10ls2p5_043_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,43,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s8.wcnf,ca5b36371efe069aa8568076ac151a3c9d01e06b8963048f02ea1b6dae672c4f,calib_b,max2sat_n400_a2,8,800,20,158.692,T2a,tier2
128,m2f_p10ls2p5_043_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,43,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s8.wcnf,ca5b36371efe069aa8568076ac151a3c9d01e06b8963048f02ea1b6dae672c4f,calib_b,max2sat_n400_a2,8,800,20,158.692,T2a,tier2
129,m2f_p10ls2p5_043_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,43,data/generated/calib_b/wksat_v400_k2_sr2.00_hr0.00_w1_uniform_s8.wcnf,ca5b36371efe069aa8568076ac151a3c9d01e06b8963048f02ea1b6dae672c4f,calib_b,max2sat_n400_a2,8,800,20,158.692,T2a,tier2
130,m2f_p10ls2p5_044_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,44,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s1.wcnf,9a302674b72f8b25227215c129c9f7dece868ce0a2be47221c1518035044aac8,calib_b,max2sat_n400_a2.15,1,860,21,210.262,T2a,tier2
131,m2f_p10ls2p5_044_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,44,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s1.wcnf,9a302674b72f8b25227215c129c9f7dece868ce0a2be47221c1518035044aac8,calib_b,max2sat_n400_a2.15,1,860,21,210.262,T2a,tier2
132,m2f_p10ls2p5_044_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,44,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s1.wcnf,9a302674b72f8b25227215c129c9f7dece868ce0a2be47221c1518035044aac8,calib_b,max2sat_n400_a2.15,1,860,21,210.262,T2a,tier2
133,m2f_p10ls2p5_045_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,45,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s2.wcnf,7298805a1fdcdfbbc1d9946253e6240747e3383ac000545a19667951afca6107,calib_b,max2sat_n400_a2.15,2,860,18,146.572,T2a,tier2
134,m2f_p10ls2p5_045_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,45,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s2.wcnf,7298805a1fdcdfbbc1d9946253e6240747e3383ac000545a19667951afca6107,calib_b,max2sat_n400_a2.15,2,860,18,146.572,T2a,tier2
135,m2f_p10ls2p5_045_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,45,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s2.wcnf,7298805a1fdcdfbbc1d9946253e6240747e3383ac000545a19667951afca6107,calib_b,max2sat_n400_a2.15,2,860,18,146.572,T2a,tier2
136,m2f_p10ls2p5_046_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,46,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s3.wcnf,ed0fd7d9820bb027f948383a2c2d59c64e4c4db6513b89b99dca7ccc2e81ba63,calib_b,max2sat_n400_a2.15,3,860,20,147.596,T2a,tier2
137,m2f_p10ls2p5_046_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,46,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s3.wcnf,ed0fd7d9820bb027f948383a2c2d59c64e4c4db6513b89b99dca7ccc2e81ba63,calib_b,max2sat_n400_a2.15,3,860,20,147.596,T2a,tier2
138,m2f_p10ls2p5_046_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,46,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s3.wcnf,ed0fd7d9820bb027f948383a2c2d59c64e4c4db6513b89b99dca7ccc2e81ba63,calib_b,max2sat_n400_a2.15,3,860,20,147.596,T2a,tier2
139,m2f_p10ls2p5_047_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,47,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s5.wcnf,ea567f0f7e263599f567dfc13ad0315c9f6b6e24e8ea53b203138a0984737c8a,calib_b,max2sat_n400_a2.15,5,860,21,380.618,T2b,tier2
140,m2f_p10ls2p5_047_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,47,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s5.wcnf,ea567f0f7e263599f567dfc13ad0315c9f6b6e24e8ea53b203138a0984737c8a,calib_b,max2sat_n400_a2.15,5,860,21,380.618,T2b,tier2
141,m2f_p10ls2p5_047_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,47,data/generated/calib_b/wksat_v400_k2_sr2.15_hr0.00_w1_uniform_s5.wcnf,ea567f0f7e263599f567dfc13ad0315c9f6b6e24e8ea53b203138a0984737c8a,calib_b,max2sat_n400_a2.15,5,860,21,380.618,T2b,tier2
142,m2f_p10ls2p5_048_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,48,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s2.wcnf,39dd93791969893aa4fbeb761eb0f55add5aac12f173a9797ef62049947c1014,calib_b,max2sat_n400_a2.3,2,920,23,367.162,T2b,tier2
143,m2f_p10ls2p5_048_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,48,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s2.wcnf,39dd93791969893aa4fbeb761eb0f55add5aac12f173a9797ef62049947c1014,calib_b,max2sat_n400_a2.3,2,920,23,367.162,T2b,tier2
144,m2f_p10ls2p5_048_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,48,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s2.wcnf,39dd93791969893aa4fbeb761eb0f55add5aac12f173a9797ef62049947c1014,calib_b,max2sat_n400_a2.3,2,920,23,367.162,T2b,tier2
145,m2f_p10ls2p5_049_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,49,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s3.wcnf,339f16d54abe3661d575b5f0aaf4f8b3e7eeafa1ae6acb470c758cbc5d7bcfb9,calib_b,max2sat_n400_a2.3,3,920,23,144.865,T2a,tier2
146,m2f_p10ls2p5_049_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,49,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s3.wcnf,339f16d54abe3661d575b5f0aaf4f8b3e7eeafa1ae6acb470c758cbc5d7bcfb9,calib_b,max2sat_n400_a2.3,3,920,23,144.865,T2a,tier2
147,m2f_p10ls2p5_049_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,49,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s3.wcnf,339f16d54abe3661d575b5f0aaf4f8b3e7eeafa1ae6acb470c758cbc5d7bcfb9,calib_b,max2sat_n400_a2.3,3,920,23,144.865,T2a,tier2
148,m2f_p10ls2p5_050_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,50,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s4.wcnf,63cd2eeec00557c23b53c4c9c646c9f0a0f967020f3e22f8faf3f99008e64695,calib_b,max2sat_n400_a2.3,4,920,20,53.515,T1,lower_ext
149,m2f_p10ls2p5_050_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,50,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s4.wcnf,63cd2eeec00557c23b53c4c9c646c9f0a0f967020f3e22f8faf3f99008e64695,calib_b,max2sat_n400_a2.3,4,920,20,53.515,T1,lower_ext
150,m2f_p10ls2p5_050_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,50,data/generated/calib_b/wksat_v400_k2_sr2.30_hr0.00_w1_uniform_s4.wcnf,63cd2eeec00557c23b53c4c9c646c9f0a0f967020f3e22f8faf3f99008e64695,calib_b,max2sat_n400_a2.3,4,920,20,53.515,T1,lower_ext
151,m2f_p10ls2p5_051_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,51,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s10.wcnf,5959ea58db2a9fa8b70b37544a113ca1af4c0f861cc77c530a04b11fcecd115f,calib_b,max3sat_n50_a8,10,400,9,35.64,T1,lower_ext
152,m2f_p10ls2p5_051_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,51,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s10.wcnf,5959ea58db2a9fa8b70b37544a113ca1af4c0f861cc77c530a04b11fcecd115f,calib_b,max3sat_n50_a8,10,400,9,35.64,T1,lower_ext
153,m2f_p10ls2p5_051_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,51,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s10.wcnf,5959ea58db2a9fa8b70b37544a113ca1af4c0f861cc77c530a04b11fcecd115f,calib_b,max3sat_n50_a8,10,400,9,35.64,T1,lower_ext
154,m2f_p10ls2p5_052_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,52,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s6.wcnf,3a14298cd1f54c7cbfa57e3c1bad3dcdc96923256bc6e7a1125bfa56ead237a8,calib_b,max3sat_n50_a8,6,400,11,621.852,T3,upper_ext
155,m2f_p10ls2p5_052_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,52,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s6.wcnf,3a14298cd1f54c7cbfa57e3c1bad3dcdc96923256bc6e7a1125bfa56ead237a8,calib_b,max3sat_n50_a8,6,400,11,621.852,T3,upper_ext
156,m2f_p10ls2p5_052_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,52,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s6.wcnf,3a14298cd1f54c7cbfa57e3c1bad3dcdc96923256bc6e7a1125bfa56ead237a8,calib_b,max3sat_n50_a8,6,400,11,621.852,T3,upper_ext
157,m2f_p10ls2p5_053_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,53,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s7.wcnf,2c53146d55c17431dfa158c93789c83b2e1346dab20427fa3d9bbbf80f86265f,calib_b,max3sat_n50_a8,7,400,11,213.237,T2a,tier2
158,m2f_p10ls2p5_053_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,53,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s7.wcnf,2c53146d55c17431dfa158c93789c83b2e1346dab20427fa3d9bbbf80f86265f,calib_b,max3sat_n50_a8,7,400,11,213.237,T2a,tier2
159,m2f_p10ls2p5_053_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,53,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s7.wcnf,2c53146d55c17431dfa158c93789c83b2e1346dab20427fa3d9bbbf80f86265f,calib_b,max3sat_n50_a8,7,400,11,213.237,T2a,tier2
160,m2f_p10ls2p5_054_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,54,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s8.wcnf,ea912a3740a0a571399f7580c816aefa3324b3680db714c3f0e601924c1d73e7,calib_b,max3sat_n50_a8,8,400,11,648.681,T3,upper_ext
161,m2f_p10ls2p5_054_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,54,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s8.wcnf,ea912a3740a0a571399f7580c816aefa3324b3680db714c3f0e601924c1d73e7,calib_b,max3sat_n50_a8,8,400,11,648.681,T3,upper_ext
162,m2f_p10ls2p5_054_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,54,data/generated/calib_b/wksat_v50_k3_sr8.00_hr0.00_w1_uniform_s8.wcnf,ea912a3740a0a571399f7580c816aefa3324b3680db714c3f0e601924c1d73e7,calib_b,max3sat_n50_a8,8,400,11,648.681,T3,upper_ext
163,m2f_p10ls2p5_055_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,55,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s2.wcnf,bb96fb751023063900879842846c68c880906416674be693ac3ead671eaf91e0,calib_b,max3sat_n50_a8.5,2,425,12,612.003,T3,upper_ext
164,m2f_p10ls2p5_055_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,55,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s2.wcnf,bb96fb751023063900879842846c68c880906416674be693ac3ead671eaf91e0,calib_b,max3sat_n50_a8.5,2,425,12,612.003,T3,upper_ext
165,m2f_p10ls2p5_055_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,55,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s2.wcnf,bb96fb751023063900879842846c68c880906416674be693ac3ead671eaf91e0,calib_b,max3sat_n50_a8.5,2,425,12,612.003,T3,upper_ext
166,m2f_p10ls2p5_056_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,56,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s3.wcnf,402a90ac29aab57ec92979c6e1694b3252282042b8834d62924d3a30d21417b6,calib_b,max3sat_n50_a8.5,3,425,9,45.126,T1,lower_ext
167,m2f_p10ls2p5_056_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,56,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s3.wcnf,402a90ac29aab57ec92979c6e1694b3252282042b8834d62924d3a30d21417b6,calib_b,max3sat_n50_a8.5,3,425,9,45.126,T1,lower_ext
168,m2f_p10ls2p5_056_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,56,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s3.wcnf,402a90ac29aab57ec92979c6e1694b3252282042b8834d62924d3a30d21417b6,calib_b,max3sat_n50_a8.5,3,425,9,45.126,T1,lower_ext
169,m2f_p10ls2p5_057_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,57,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s4.wcnf,ca3df971889566190a1bfb31d4acf114855e12e9c354e317d8373fb8de9e1fbc,calib_b,max3sat_n50_a8.5,4,425,12,626.747,T3,upper_ext
170,m2f_p10ls2p5_057_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,57,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s4.wcnf,ca3df971889566190a1bfb31d4acf114855e12e9c354e317d8373fb8de9e1fbc,calib_b,max3sat_n50_a8.5,4,425,12,626.747,T3,upper_ext
171,m2f_p10ls2p5_057_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,57,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s4.wcnf,ca3df971889566190a1bfb31d4acf114855e12e9c354e317d8373fb8de9e1fbc,calib_b,max3sat_n50_a8.5,4,425,12,626.747,T3,upper_ext
172,m2f_p10ls2p5_058_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,58,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s5.wcnf,ba5d8b71ad4628f8c8e75d596dd8c71cb74487d5fb810cbba9c1430d734e0749,calib_b,max3sat_n50_a8.5,5,425,11,354.613,T2b,tier2
173,m2f_p10ls2p5_058_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,58,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s5.wcnf,ba5d8b71ad4628f8c8e75d596dd8c71cb74487d5fb810cbba9c1430d734e0749,calib_b,max3sat_n50_a8.5,5,425,11,354.613,T2b,tier2
174,m2f_p10ls2p5_058_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,58,data/generated/calib_b/wksat_v50_k3_sr8.50_hr0.00_w1_uniform_s5.wcnf,ba5d8b71ad4628f8c8e75d596dd8c71cb74487d5fb810cbba9c1430d734e0749,calib_b,max3sat_n50_a8.5,5,425,11,354.613,T2b,tier2
175,m2f_p10ls2p5_059_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,59,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s3.wcnf,e7a0d53c9348e03a2fe5ebc1885f868f9115aa781d47efd39b89af0146a359d1,calib_b,max3sat_n50_a9,3,450,11,152.05,T2a,tier2
176,m2f_p10ls2p5_059_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,59,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s3.wcnf,e7a0d53c9348e03a2fe5ebc1885f868f9115aa781d47efd39b89af0146a359d1,calib_b,max3sat_n50_a9,3,450,11,152.05,T2a,tier2
177,m2f_p10ls2p5_059_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,59,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s3.wcnf,e7a0d53c9348e03a2fe5ebc1885f868f9115aa781d47efd39b89af0146a359d1,calib_b,max3sat_n50_a9,3,450,11,152.05,T2a,tier2
178,m2f_p10ls2p5_060_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,60,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s5.wcnf,a8133e0c929861b71f08385c9e721d97546b8b150d3493accda20d29a7b1207f,calib_b,max3sat_n50_a9,5,450,13,847.272,T3,upper_ext
179,m2f_p10ls2p5_060_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,60,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s5.wcnf,a8133e0c929861b71f08385c9e721d97546b8b150d3493accda20d29a7b1207f,calib_b,max3sat_n50_a9,5,450,13,847.272,T3,upper_ext
180,m2f_p10ls2p5_060_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,60,data/generated/calib_b/wksat_v50_k3_sr9.00_hr0.00_w1_uniform_s5.wcnf,a8133e0c929861b71f08385c9e721d97546b8b150d3493accda20d29a7b1207f,calib_b,max3sat_n50_a9,5,450,13,847.272,T3,upper_ext
181,m2f_p10ls2p5_061_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,61,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s10.wcnf,e0e5710434a6320bd8f9448b61a1a548d1428619b2f126f34d49b8c61643b701,calib_b,max3sat_n70_a6,10,420,5,34.918,T1,lower_ext
182,m2f_p10ls2p5_061_s2,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,2,900,,61,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s10.wcnf,e0e5710434a6320bd8f9448b61a1a548d1428619b2f126f34d49b8c61643b701,calib_b,max3sat_n70_a6,10,420,5,34.918,T1,lower_ext
183,m2f_p10ls2p5_061_s3,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,3,900,,61,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s10.wcnf,e0e5710434a6320bd8f9448b61a1a548d1428619b2f126f34d49b8c61643b701,calib_b,max3sat_n70_a6,10,420,5,34.918,T1,lower_ext
184,m2f_p10ls2p5_062_s1,full,p10_ls2p5,memetic_deeppolish_p10_ls2p5,configs/tier2/memetic_deeppolish_p10_ls2p5.yaml,10,2.5,clip,1,900,,62,data/generated/calib_b/wksat_v70_k3_sr6.00_hr0.00_w1_uniform_s7.wcnf,a4b02be277bf2a92743a4782f785c66fd2ee665cdf624eacde65b191e6d8a5a3,calib_b,max3sat_n70_a6,7,420,7,170.377,T2a,tier2
